GEOID,hispanic,total,h_share
29033,6245,179927,0.034709
29034,12620,182551,0.069131
28001,3064,54937,0.055773
28002,2879,52747,0.054581
28003,3431,59586,0.057581
28004,2245,56486,0.039744
28005,1402,59115,0.023716
28006,1854,64201,0.028878
28007,1102,49887,0.02209
28008,2678,59612,0.044924
28009,1244,50608,0.024581
28010,2414,67838,0.035585
28011,1890,54115,0.034926
28012,1012,54115,0.018701
28013,1180,53842,0.021916
28014,412,50518,0.008156
28015,926,47905,0.01933
28016,540,59278,0.00911
28017,1295,56299,0.023002
28018,1106,54273,0.020378
28019,2380,60122,0.039586
28020,1385,53825,0.025732
28021,1199,60653,0.019768
28022,1720,52314,0.032878
28023,980,54333,0.018037
28024,840,56692,0.014817
28025,920,54712,0.016815
28026,2005,53657,0.037367
28027,1049,61822,0.016968
28028,837,57494,0.014558
28029,769,50342,0.015276
28030,2001,59497,0.033632
28031,3764,54971,0.068472
28032,846,53175,0.01591
28033,1310,54601,0.023992
28034,1794,52849,0.033946
28035,1099,56980,0.019287
28036,953,56771,0.016787
28037,2410,60527,0.039817
28038,1613,57312,0.028144
28039,723,58097,0.012445
28040,2006,59436,0.033751
28041,1257,60349,0.020829
28042,2424,60306,0.040195
28043,1681,56024,0.030005
28044,1890,56144,0.033663
28045,2402,61700,0.03893
28046,2034,50811,0.040031
28047,2067,68621,0.030122
28048,2108,60424,0.034887
28049,3381,62130,0.054418
28050,5123,56199,0.091158
28051,3090,57485,0.053753
28052,6205,58084,0.106828
30001,747,23143,0.032278
30002,735,21921,0.033529
30003,425,19822,0.021441
30004,853,21338,0.039976
30005,559,21366,0.026163
30006,918,22899,0.040089
30007,769,20558,0.037406
30008,894,23727,0.037679
30009,594,23004,0.025822
30010,773,19339,0.039971
30011,1532,20289,0.075509
30012,928,17965,0.051656
30013,1091,29840,0.036562
30014,755,23783,0.031745
30015,906,20403,0.044405
30016,780,19917,0.039163
30017,474,21824,0.021719
30018,1074,22317,0.048125
30019,577,21728,0.026556
30020,1404,20734,0.067715
30021,1701,22372,0.076033
30022,533,12269,0.043443
30023,1758,23700,0.074177
30024,1496,17699,0.084525
30025,1666,20683,0.080549
30026,1041,24840,0.041908
30027,1166,29002,0.040204
30028,692,21498,0.032189
30029,696,24280,0.028666
30030,1467,23024,0.063716
30031,894,14728,0.060701
30032,666,17042,0.03908
30033,963,26268,0.036661
30034,892,27857,0.032021
30035,1015,21306,0.047639
30036,968,23578,0.041055
30037,999,19542,0.051121
30038,622,23225,0.026781
30039,644,22037,0.029224
30040,1006,20685,0.048634
30041,751,21166,0.035481
30042,675,21025,0.032105
30043,775,20895,0.03709
30044,940,23981,0.039198
30045,521,20830,0.025012
30046,1526,27235,0.056031
30047,749,21309,0.035149
30048,587,23151,0.025355
30049,647,23568,0.027452
30050,1037,17128,0.060544
37001,9829,200707,0.048972
37002,8764,199759,0.043873
37003,16144,200880,0.080366
37004,26968,216554,0.124532
37005,14192,220263,0.064432
37006,27060,203686,0.132852
37007,11810,199460,0.05921
37008,12157,219222,0.055455
37009,31402,206039,0.152408
37010,31751,219042,0.144954
37011,17278,207187,0.083393
37012,31418,201530,0.155897
37013,19197,200257,0.095862
37014,37033,222482,0.166454
37015,22796,185851,0.122657
37016,16732,201356,0.083097
37017,11951,186501,0.06408
37018,15990,196817,0.081243
37019,26797,215659,0.124256
37020,21208,196308,0.108034
37021,22579,220307,0.102489
37022,32931,205547,0.160212
37023,15740,207797,0.075747
37024,19997,204407,0.097829
37025,27291,217233,0.12563
37026,13803,210838,0.065467
37027,16639,209946,0.079254
37028,21897,209982,0.10428
37029,28135,220609,0.127533
37030,16448,212528,0.077392
37031,20072,222662,0.090146
37032,33956,205773,0.165017
37033,17370,209790,0.082797
37034,25256,216918,0.116431
37035,22513,219115,0.102745
37036,19037,211339,0.090078
37037,16766,222830,0.075241
37038,21078,212151,0.099354
37039,45266,224751,0.201405
37040,48100,222737,0.21595
37041,26094,213763,0.12207
37042,13726,207010,0.066306
37043,17544,211934,0.08278
37044,11594,204498,0.056695
37045,20543,218686,0.093938
37046,13032,198245,0.065737
37047,10669,207390,0.051444
37048,16725,200687,0.083339
37049,14803,203632,0.072695
37050,10927,217549,0.050228
38001,839,18228,0.046028
38002,2769,24209,0.114379
38003,1390,16543,0.084023
38004,903,13948,0.06474
38005,1288,24310,0.052982
38006,482,23193,0.020782
38007,267,13127,0.02034
38008,599,18529,0.032328
38009,379,18464,0.020526
38010,480,20633,0.023264
38011,229,6465,0.035422
38012,519,15219,0.034102
38013,253,15667,0.016149
38014,450,17322,0.025979
38015,493,17456,0.028242
38016,216,13029,0.016578
38017,555,19380,0.028638
38018,1143,13055,0.087553
38019,303,9795,0.030934
38020,1989,26788,0.07425
38021,1280,31427,0.040729
38022,786,26373,0.029803
38023,645,4210,0.153207
38024,370,16489,0.022439
38025,598,16548,0.036137
38026,1399,15869,0.088159
38027,114,12758,0.008936
38028,564,17344,0.032518
38029,298,16886,0.017648
38030,513,17778,0.028856
38031,877,20921,0.04192
38032,784,16044,0.048866
38033,437,13431,0.032537
38034,382,12853,0.029721
38035,447,17558,0.025458
38036,912,10901,0.083662
38037,776,18391,0.042195
38038,496,7331,0.067658
38039,811,17652,0.045944
38040,1447,16222,0.0892
38041,489,14983,0.032637
38042,915,16332,0.056025
38043,420,12987,0.03234
38044,396,8033,0.049297
38045,873,21919,0.039828
38046,476,15041,0.031647
38047,138,15233,0.009059
33001,1285,55813,0.023023
33002,1149,57412,0.020013
33003,913,56613,0.016127
33004,2230,56779,0.039275
33005,1532,58781,0.026063
33006,933,56170,0.01661
33007,1103,56726,0.019444
33008,1161,56220,0.020651
33009,1161,56067,0.020707
33010,1359,56680,0.023977
33011,2341,59020,0.039665
33012,3609,58422,0.061775
33013,9390,61988,0.151481
33014,1902,57320,0.033182
33015,1815,58209,0.031181
33016,1233,57522,0.021435
33017,1354,56124,0.024125
33018,7349,56680,0.129658
33019,2421,59082,0.040977
33020,6673,57336,0.116384
33021,1464,57224,0.025584
33022,4113,59568,0.069047
33023,930,57336,0.01622
33024,1234,56518,0.021834
34001,55790,236664,0.235735
34002,45980,231012,0.199037
34003,18668,235569,0.079246
34004,21883,233342,0.093781
34005,64578,235755,0.27392
34006,25414,234279,0.108477
34007,21143,228788,0.092413
34008,21345,232152,0.091944
34009,17712,231260,0.076589
34010,23808,227169,0.104803
34011,35928,229123,0.156807
34012,28147,226234,0.124415
34013,19022,229963,0.082718
34014,31590,224697,0.140589
34015,47189,231931,0.203461
34016,18082,226328,0.079893
34017,57924,232930,0.248676
34018,30855,233805,0.131969
34019,87120,237024,0.367558
34020,109817,226569,0.484696
34021,26814,228046,0.117582
34022,72952,237290,0.307438
34023,30388,235634,0.128963
34024,25804,240988,0.107076
34025,44928,236687,0.18982
34026,23004,225509,0.102009
34027,50861,236644,0.214926
34028,26898,222043,0.121139
34029,113713,233410,0.487181
34030,22872,224509,0.101876
34031,86695,243759,0.355659
34032,47898,214548,0.223251
34033,156903,231787,0.676928
34034,59365,230846,0.257163
34035,129873,235642,0.551145
34036,98461,232134,0.424156
34037,59299,228344,0.259692
34038,50722,226048,0.224386
34039,24994,230355,0.108502
34040,28848,228850,0.126056
35001,10398,46702,0.222646
35002,13932,45338,0.307292
35003,8865,49668,0.178485
35004,9740,46005,0.211716
35005,30368,49243,0.616697
35006,28926,51101,0.566055
35007,23293,51834,0.449377
35008,33205,49377,0.672479
35009,22624,52312,0.432482
35010,23895,47802,0.499874
35011,43118,50973,0.845899
35012,22513,50276,0.447788
35013,26734,48390,0.55247
35014,39712,49569,0.801146
35015,21070,50696,0.415615
35016,16534,47221,0.350141
35017,27697,49282,0.56201
35018,19107,53292,0.358534
35019,15768,52039,0.303004
35020,18599,51459,0.361433
35021,14845,51794,0.286616
35022,12745,52144,0.244419
35023,28053,51684,0.542779
35024,33683,51400,0.655311
35025,15775,50619,0.311642
35026,35370,49950,0.708108
35027,25201,53557,0.470545
35028,30491,50605,0.602529
35029,31413,51441,0.610661
35030,19114,48967,0.390345
35031,43922,48818,0.899709
35032,30900,49472,0.624596
35033,17548,52019,0.337338
35034,23028,53387,0.431341
35035,24968,51992,0.480228
35036,34668,50069,0.692404
35037,27329,49912,0.547544
35038,36605,51276,0.713882
35039,29339,49570,0.59187
35040,22341,50567,0.44181
35041,32982,49759,0.662835
35042,25208,50882,0.495421
32001,44627,147062,0.303457
32002,92518,140994,0.656184
32003,60943,144926,0.420511
32004,77715,149782,0.518854
32005,32021,150578,0.212654
32006,45059,152003,0.296435
32007,61558,146920,0.41899
32008,27223,154730,0.175939
32009,33369,143650,0.232294
32010,48964,146317,0.334643
32011,26404,147809,0.178636
32012,33308,152926,0.217805
32013,52329,139409,0.375363
32014,30555,147285,0.207455
32015,39975,150600,0.265438
32016,23706,142466,0.166398
32017,23502,144194,0.162989
32018,33902,153913,0.220267
32019,29542,154744,0.190909
32020,23955,148625,0.161177
32021,77334,145884,0.530106
36001,51637,319730,0.161502
36002,35320,319965,0.110387
36003,61622,329931,0.186772
36004,134165,326483,0.41094
36005,39920,321260,0.124261
36006,102732,326481,0.314665
36007,34550,321762,0.107378
36008,39318,323379,0.121585
36009,57791,324655,0.178007
36010,62823,338605,0.185535
36011,62754,319382,0.196486
36012,105809,309365,0.34202
36013,180215,296177,0.608471
36014,53605,326515,0.164173
36015,103963,321736,0.323131
36016,49784,302281,0.164694
36017,54622,292761,0.186575
36018,137271,315518,0.435066
36019,58204,317011,0.183602
36020,39929,329708,0.121104
36021,35188,310655,0.11327
36022,27680,296675,0.093301
36023,67309,307593,0.218825
36024,44649,326239,0.13686
36025,64071,328931,0.194786
36026,74881,314836,0.237841
36027,51386,300011,0.17128
36028,26089,287919,0.090612
36029,171463,316114,0.542409
36030,105007,323561,0.324535
36031,240062,344038,0.697778
36032,204017,320140,0.637274
36033,183025,307029,0.596116
36034,148804,306119,0.486099
36035,105487,317167,0.332591
36036,89681,316604,0.283259
36037,70876,315535,0.224622
36038,59911,322535,0.18575
36039,61197,321237,0.190504
36040,65363,319268,0.204728
36041,28831,322546,0.089386
36042,63061,317491,0.198623
36043,16242,315165,0.051535
36044,17809,328092,0.054281
36045,9349,324461,0.028814
36046,24396,315689,0.077279
36047,45813,303430,0.150984
36048,19423,321304,0.060451
36049,14400,323861,0.044464
36050,11704,317813,0.036827
36051,26647,324521,0.082112
36052,15122,315328,0.047956
36053,17139,321653,0.053284
36054,14424,317732,0.045397
36055,34224,323034,0.105946
36056,33012,315901,0.104501
36057,15836,325810,0.048605
36058,8371,326125,0.025668
36059,47902,279172,0.171586
36060,7473,326839,0.022864
36061,21755,315196,0.069021
36062,12901,317709,0.040606
36063,27483,309197,0.088885
39001,21809,349905,0.062328
39002,17705,342858,0.051639
39003,16039,361362,0.044385
39004,19973,367224,0.054389
39005,5602,355602,0.015754
39006,15672,366785,0.042728
39007,15400,365893,0.042089
39008,7530,358145,0.021025
39009,15648,345310,0.045316
39010,11185,345521,0.032371
39011,29332,341812,0.085813
39012,8081,343289,0.02354
39013,36832,364193,0.101133
39014,6537,353799,0.018477
39015,23716,347349,0.068277
39016,15367,369341,0.041607
39017,4384,350365,0.012513
39018,16209,370522,0.043746
39019,8252,359633,0.022946
39020,8275,360322,0.022966
39021,9217,371061,0.02484
39022,8095,359877,0.022494
39023,35071,373694,0.09385
39024,32723,373579,0.087593
39025,26421,342867,0.077059
39026,14743,341452,0.043177
39027,7935,369331,0.021485
39028,8879,354631,0.025037
39029,8585,351862,0.024399
39030,4689,340491,0.013771
39031,7308,347155,0.021051
39032,10040,371486,0.027027
39033,17334,356463,0.048628
40001,3841,78755,0.048772
40002,4732,84710,0.055861
40003,4165,88347,0.047144
40004,4398,81714,0.053822
40005,5868,82361,0.071247
40006,4891,83623,0.058489
40007,4776,83942,0.056896
40008,3391,83163,0.040775
40009,6451,76267,0.084584
40010,4494,83075,0.054096
40011,16801,77327,0.217272
40012,3955,80612,0.049062
40013,6248,82537,0.075699
40014,8344,85294,0.097826
40015,6769,81617,0.082936
40016,7062,81384,0.086774
40017,4933,86475,0.057045
40018,10315,75561,0.136512
40019,10294,80029,0.128628
40020,4750,73907,0.06427
40021,4233,81424,0.051987
40022,7194,93522,0.076923
40023,8261,88489,0.093356
40024,9938,89213,0.111396
40025,7803,83217,0.093767
40026,13716,85029,0.16131
40027,17984,80191,0.224265
40028,3919,83822,0.046754
40029,4731,85201,0.055528
40030,25984,83350,0.311746
40031,9979,89257,0.111801
40032,11526,75725,0.152209
40033,8053,80452,0.100097
40034,19635,84318,0.232868
40035,9354,87250,0.107209
40036,16177,79809,0.202696
40037,8157,85990,0.09486
40038,15523,81490,0.19049
40039,7549,83170,0.090766
40040,9048,83966,0.107758
40041,4573,84949,0.053832
40042,6033,82433,0.073187
40043,7096,83263,0.085224
40044,42970,79243,0.542256
40045,14021,79362,0.176671
40046,26695,86031,0.310295
40047,4910,77864,0.063059
40048,7146,81767,0.087395
41001,9420,142844,0.065946
41002,11874,141514,0.083907
41003,20136,139290,0.144562
41004,15660,144769,0.108172
41005,10928,137192,0.079655
41006,10080,146030,0.069027
41007,14720,137047,0.107408
41008,15409,145071,0.106217
41009,30875,150833,0.204697
41010,23344,128426,0.18177
41011,53244,136263,0.390744
41012,22231,150633,0.147584
41013,15050,137942,0.109104
41014,18836,148899,0.126502
41015,35266,141071,0.249988
41016,11379,143318,0.079397
41017,10087,132567,0.07609
41018,30761,141032,0.218114
41019,13339,139608,0.095546
41020,13434,137917,0.097406
41021,12731,143732,0.088575
41022,16054,143262,0.11206
41023,11947,135393,0.088239
41024,20245,138035,0.146666
41025,31163,136430,0.228418
41026,20717,140953,0.146978
41027,11614,127305,0.09123
41028,19085,147533,0.129361
41029,30372,142110,0.213722
41030,23065,152355,0.15139
42001,24868,231388,0.107473
42002,110200,264081,0.417296
42003,57896,266259,0.217442
42004,10613,275271,0.038555
42005,31325,257319,0.121736
42006,16842,268873,0.062639
42007,11312,267718,0.042253
42008,12858,249945,0.051443
42009,16997,252035,0.067439
42010,16371,269008,0.060857
42011,90105,262470,0.343296
42012,14014,263127,0.053259
42013,40493,263538,0.153651
42014,84166,266878,0.315373
42015,29082,259063,0.112258
42016,22180,263687,0.084115
42017,19917,257729,0.077279
42018,46562,265126,0.175622
42019,19383,254140,0.076269
42020,17936,271897,0.065966
42021,4109,258709,0.015883
42022,31443,250709,0.125416
42023,6621,264155,0.025065
42024,12915,270704,0.047709
42025,5723,268167,0.021341
42026,12060,254620,0.047365
42027,9156,260926,0.03509
42028,13692,259388,0.052786
42029,36764,266404,0.138001
42030,4659,250989,0.018563
42031,29352,264243,0.11108
42032,3540,254230,0.013924
42033,17796,260688,0.068266
42034,9849,267675,0.036795
42035,6431,260439,0.024693
42036,20622,267157,0.077191
42037,3685,246724,0.014936
42038,5672,251636,0.02254
42039,3516,261642,0.013438
42040,34252,256687,0.133439
42041,3283,254792,0.012885
42042,6526,250424,0.02606
42043,8234,250214,0.032908
42044,13274,259399,0.051172
42045,5155,246312,0.020929
42046,4537,251127,0.018067
42047,4925,255686,0.019262
42048,27514,269436,0.102117
42049,12386,261539,0.047358
42050,4297,264835,0.016225
44001,12263,30745,0.398862
44002,19046,27583,0.690498
44003,2135,26471,0.080654
44004,4562,28015,0.162841
44005,10354,28966,0.357454
44006,16126,31643,0.509623
44007,15724,30196,0.520731
44008,6968,28106,0.247919
44009,2795,29155,0.095867
44010,933,28310,0.032957
44011,965,26128,0.036934
44012,1586,29794,0.053232
44013,2405,28837,0.0834
44014,2608,23594,0.110537
44015,6609,31186,0.211922
44016,18105,30084,0.601815
44017,1816,32474,0.055922
44018,4330,28633,0.151224
44019,1958,27564,0.071035
44020,5079,30672,0.165591
44021,709,29588,0.023962
44022,2333,28800,0.081007
44023,1230,30834,0.039891
44024,6171,22304,0.276677
44025,3543,27086,0.130806
44026,5580,27371,0.203865
44027,4024,32885,0.122366
44028,9457,28682,0.329719
44029,1895,25572,0.074104
44030,2029,34554,0.05872
44031,1964,25301,0.077625
44032,1318,31336,0.04206
44033,1262,26011,0.048518
44034,1007,32435,0.031047
44035,823,25701,0.032022
44036,1339,33016,0.040556
44037,1155,28328,0.040772
44038,990,26290,0.037657
45001,5592,108949,0.051327
45002,10837,122435,0.088512
45003,4147,117465,0.035304
45004,4864,111495,0.043625
45005,7074,111058,0.063696
45006,10906,110526,0.098674
45007,14061,105709,0.133016
45008,8200,115320,0.071106
45009,7353,115501,0.063662
45010,6648,116121,0.057251
45011,10154,114095,0.088996
45012,12309,121056,0.10168
45013,4077,114797,0.035515
45014,5299,109885,0.048223
45015,7186,114209,0.06292
45016,9537,115390,0.08265
45017,3909,115681,0.033791
45018,5154,113091,0.045574
45019,5964,108870,0.054781
45020,4577,108805,0.042066
45021,3512,108244,0.032445
45022,7143,110808,0.064463
45023,9330,118539,0.078708
45024,5867,112856,0.051987
45025,9165,110786,0.082727
45026,6285,105307,0.059683
45027,5420,118994,0.045549
45028,6152,104737,0.058738
45029,3088,111411,0.027717
45030,2510,110743,0.022665
45031,3492,105433,0.033121
45032,3274,103983,0.031486
45033,8530,116394,0.073286
45034,7837,121619,0.064439
45035,9389,120602,0.077851
45036,3872,104837,0.036934
45037,3804,105171,0.03617
45038,6165,107609,0.057291
45039,6352,104883,0.060563
45040,4079,107221,0.038043
45041,7480,106231,0.070413
45042,10380,107326,0.096715
45043,5412,118611,0.045628
45044,9015,110630,0.081488
45045,9008,107299,0.083952
45046,14466,112018,0.12914
46001,690,27502,0.025089
46002,1718,36852,0.046619
46003,1155,24774,0.046621
46004,1159,29123,0.039797
46005,823,22560,0.03648
46006,656,23733,0.027641
46007,1002,27284,0.036725
46008,867,25917,0.033453
46009,1527,23074,0.066178
46010,1436,22319,0.06434
46011,2024,27589,0.073363
46012,1607,29390,0.054678
46013,225,23957,0.009392
46014,483,16911,0.028561
46015,2211,25825,0.085615
46016,659,25072,0.026284
46017,866,25945,0.033378
46018,1228,24337,0.050458
46019,654,24154,0.027076
46020,992,24296,0.04083
46021,734,24305,0.0302
46022,2455,25845,0.094989
46023,668,25192,0.026516
46024,784,24981,0.031384
46025,875,27958,0.031297
46026,703,23375,0.030075
46027,1205,24089,0.050023
46028,711,26151,0.027188
46029,1101,25205,0.043682
46030,1203,30075,0.04
46031,981,26047,0.037663
46032,1609,25145,0.063989
46033,993,17679,0.056168
46034,1527,28418,0.053734
46035,1666,25263,0.065946
47001,11811,203386,0.058072
47002,7841,204935,0.038261
47003,7103,207579,0.034218
47004,4551,215829,0.021086
47005,12317,199649,0.061693
47006,7224,207606,0.034797
47007,11323,206995,0.054702
47008,9317,211256,0.044103
47009,13677,213503,0.06406
47010,17010,217602,0.07817
47011,7572,209329,0.036173
47012,4697,215432,0.021803
47013,14961,208476,0.071764
47014,23706,206823,0.11462
47015,9159,207075,0.04423
47016,11827,211342,0.055961
47017,17295,229449,0.075376
47018,11483,208441,0.05509
47019,20954,195227,0.107331
47020,15023,233849,0.064242
47021,29484,200357,0.147157
47022,23819,222305,0.107146
47023,10753,213072,0.050467
47024,6887,212667,0.032384
47025,8657,204075,0.042421
47026,5971,216366,0.027597
47027,10571,214603,0.049258
47028,12276,213817,0.057414
47029,7298,206812,0.035288
47030,18713,195863,0.095541
47031,8068,211952,0.038065
47032,11849,205639,0.05762
47033,19425,192461,0.10093
48001,148906,927355,0.160571
48002,272085,960588,0.283248
48003,168198,963295,0.174607
48004,275081,958767,0.286911
48005,251257,944534,0.266012
48006,706233,963444,0.73303
48007,295043,949458,0.310749
48008,156899,977534,0.160505
48009,284721,957021,0.297508
48010,274485,956272,0.287037
48011,279681,914052,0.305979
48012,198686,955944,0.207843
48013,363039,934328,0.388556
48014,302435,963458,0.313906
48015,398354,963435,0.413473
48016,474276,959464,0.494313
48017,265038,916714,0.289117
48018,295441,957851,0.308442
48019,612932,900982,0.680293
48020,773401,923411,0.837548
48021,635938,911045,0.698031
48022,244702,970437,0.252157
48023,382529,969123,0.394717
48024,259615,967650,0.268294
48025,267952,908095,0.29507
48026,636689,946110,0.672955
48027,780139,921662,0.846448
48028,319356,909756,0.351035
48029,751523,915611,0.820789
48030,172403,970682,0.17761
48031,417619,902639,0.462664
49001,12254,112907,0.108532
49002,12493,112443,0.111105
49003,19417,108979,0.178172
49004,18740,122101,0.153479
49005,21266,108574,0.195866
49006,11224,110201,0.10185
49007,10834,116683,0.09285
49008,12441,109709,0.1134
49009,18738,114896,0.163087
49010,51136,113995,0.448581
49011,21094,118172,0.178503
49012,39642,108567,0.365139
49013,20579,103002,0.199792
49014,8098,115054,0.070384
49015,15759,109878,0.143423
49016,25961,116450,0.222937
49017,11921,113566,0.10497
49018,10537,112985,0.09326
49019,7021,113858,0.061665
49020,11722,112951,0.10378
49021,8924,108281,0.082415
49022,11743,122491,0.095868
49023,19213,113898,0.168686
49024,14695,109431,0.134286
49025,17699,117557,0.150557
49026,12099,111686,0.10833
49027,9852,119968,0.082122
49028,12306,107786,0.114171
49029,13435,117740,0.114107
51001,21687,220129,0.09852
51002,20075,215850,0.093004
51003,7225,212012,0.034078
51004,11057,218747,0.050547
51005,5017,219018,0.022907
51006,3123,214715,0.014545
51007,10004,217512,0.045993
51008,7366,209734,0.035121
51009,7792,220981,0.035261
51010,7922,218203,0.036306
51011,11296,215667,0.052377
51012,12440,223834,0.055577
51013,11748,210565,0.055793
51014,8404,218692,0.038428
51015,36455,214899,0.169638
51016,15701,220325,0.071263
51017,10071,225003,0.044759
51018,12553,208310,0.060261
51019,16341,212555,0.076879
51020,15957,213189,0.074849
51021,18606,212519,0.08755
51022,22205,215849,0.102873
51023,15245,216098,0.070547
51024,20056,209413,0.095772
51025,12729,202502,0.062859
51026,7912,216924,0.036474
51027,27644,220263,0.125505
51028,18383,215706,0.085222
51029,52903,216086,0.244824
51030,64495,216020,0.29856
51031,28924,226720,0.127576
51032,31589,215120,0.146844
51033,43941,210371,0.208874
51034,43530,222345,0.195777
51035,39100,212430,0.184061
51036,25732,211706,0.121546
51037,33540,202993,0.165227
51038,30813,220393,0.139809
51039,42162,222019,0.189903
51040,33272,209094,0.159125
50ADD,983,40576,0.024226
50BEN,1045,41474,0.025197
50CAL,431,22731,0.018961
50CHC,1811,60772,0.0298
50CHN,233,20398,0.011423
50CHS,1728,72774,0.023745
50ESX,292,22748,0.012836
50FRA,838,44750,0.018726
50GRI,693,23040,0.030078
50LAM,452,21910,0.02063
50ORA,272,22655,0.012006
50ORL,438,21460,0.02041
50RUT,981,60147,0.01631
50WAS,1300,66918,0.019427
50WDH,1023,41709,0.024527
50WSR,1273,59754,0.021304
53001,12966,158904,0.081596
53002,17540,161742,0.108444
53003,10834,156179,0.069369
53004,9520,159118,0.05983
53005,11510,158136,0.072785
53006,10354,157686,0.065662
53007,25068,156933,0.159737
53008,38780,156910,0.247148
53009,16868,158094,0.106696
53010,15610,158076,0.09875
53011,22657,152407,0.148661
53012,30107,156662,0.192178
53013,54022,156524,0.345136
53014,105106,152644,0.688569
53015,58545,160616,0.364503
53016,44162,160060,0.275909
53017,16033,157265,0.101949
53018,15308,159878,0.095748
53019,17005,159031,0.106929
53020,13714,156839,0.08744
53021,17797,156025,0.114065
53022,15207,155463,0.097817
53023,12938,158592,0.08158
53024,10970,157274,0.069751
53025,17349,158846,0.109219
53026,12788,157190,0.081354
53027,15013,153966,0.097509
53028,23568,151646,0.155415
53029,26816,158492,0.169195
53030,29644,155250,0.190944
53031,15263,155137,0.098384
53032,16019,158576,0.101018
53033,32050,155402,0.206239
53034,19684,157512,0.124968
53035,15094,157630,0.095756
53036,10683,157960,0.067631
53037,14105,156983,0.08985
53038,24392,152942,0.159485
53039,16406,155572,0.105456
53040,22234,158179,0.140562
53041,9455,156237,0.060517
53042,17558,156589,0.112128
53043,9375,151960,0.061694
53044,11904,157664,0.075502
53045,11288,158705,0.071126
53046,11032,157842,0.069893
53047,18183,153441,0.118502
53048,11091,156732,0.070764
53049,23538,157038,0.149887
55001,6333,163134,0.038821
55002,5469,175669,0.031132
55003,88896,178053,0.499267
55004,10029,182385,0.054988
55005,13095,177284,0.073865
55006,12348,172198,0.071708
55007,16918,161562,0.104715
55008,6751,171671,0.039325
55009,10467,164804,0.063512
55010,6782,178998,0.037889
55011,16139,176746,0.091312
55012,3690,177867,0.020746
55013,10745,178097,0.060332
55014,8760,175824,0.049823
55015,17109,179588,0.095268
55016,12551,177622,0.070661
55017,4367,177677,0.024578
55018,10403,175694,0.059211
55019,7043,179403,0.039258
55020,8523,175470,0.048572
55021,24247,173966,0.139378
55022,28509,164935,0.17285
55023,6170,180071,0.034264
55024,6520,179623,0.036298
55025,3782,174480,0.021676
55026,13369,180465,0.074081
55027,11944,177936,0.067125
55028,12088,176596,0.06845
55029,4524,177101,0.025545
55030,21102,175192,0.120451
55031,4424,177878,0.024871
55032,4937,178085,0.027723
55033,5511,179203,0.030753
55ZZZ,7431,86851,0.08556
54001,1294,101258,0.012779
54002,1122,107659,0.010422
54003,1435,105603,0.013589
54004,1378,103805,0.013275
54005,1469,106376,0.01381
54006,1372,109946,0.012479
54007,789,100220,0.007873
54008,1146,101724,0.011266
54009,1543,108247,0.014254
54010,1821,109880,0.016573
54011,1132,102370,0.011058
54012,1844,105570,0.017467
54013,2753,107868,0.025522
54014,1857,100730,0.018435
54015,4080,110251,0.037006
54016,6796,110136,0.061706
54017,1074,99873,0.010754
56001,848,17983,0.047156
56002,1916,19490,0.098307
56003,1725,19657,0.087755
56004,1173,14310,0.081971
56005,1570,12656,0.124052
56006,1900,21202,0.089614
56007,2831,17563,0.161191
56008,4817,23540,0.20463
56009,1213,14690,0.082573
56010,2506,22835,0.109744
56011,3509,20316,0.172721
56012,2296,15354,0.149538
56013,2710,14859,0.182381
56014,1973,22841,0.08638
56015,1857,18024,0.103029
56016,912,16030,0.056893
56017,3477,21751,0.159855
56018,859,17635,0.04871
56019,1827,18314,0.09976
56020,1565,18700,0.08369
56021,946,19963,0.047388
56022,995,19749,0.050382
56023,2250,18844,0.119401
56024,1306,19553,0.066793
56025,1360,21002,0.064756
56026,1672,17660,0.094677
56027,2084,22527,0.092511
56028,1153,13421,0.08591
56029,1893,20195,0.093736
56030,1379,17602,0.078343
56031,3996,19663,0.203224
